总字数:26954, 共2624个单词
  序号  单词                 次数   万分比   翻译                  
  2573  leaf                    1        0   n. 叶,树叶,花瓣;v. 生叶,翻...的页; 
  2574  hits                    1        0   瞬态干扰                 
  2575  catalan                 1        0                        
  2576  expect                  1        0   v. 预期,盼望,期待;         
  2577  elegance                1        0   n. 高雅,典雅,优雅;         
  2578  perceptibly             1        0   ad. 可知觉的程度,看得见的程度,显然地; 
  2579  drying                  1        0                        
  2580  oakum                   1        0   n. 填絮;               
  2581  ended                   1        0                        
  2582  behaviour               1        0   n. 行为，举止             
  2583  calloused               1        0                        
  2584  drum                    1        0   n. 鼓,鼓声;v. 击鼓,作鼓声;   
  2585  leaders                 1        0   引线                   
  2586  eased                   1        0                        
  2587  tremendous              1        0   a. 巨大的,非常的,可怕的;      
  2588  bare-footed             1        0   adj. 赤脚的             
  2589  sunny                   1        0   a. 阳光充足的,辉耀的;        
  2590  development             1        0   n. 发展;               
  2591  proud                   1        0   a. 骄傲的,自大的;          
  2592  tar                     1        0   n. 焦油,柏油,水手;v. 涂以焦油; 
  2593  judged                  1        0                        
  2594  excitement              1        0   n. 刺激,兴奋;            
  2595  harsh-spoken            1        0                        
  2596  chances                 1        0                        
